id,lon,lat,tile_id,datetime,gsd,tile_url,signed_url
11708058,-79.28871010774415,40.685050810822716,pa_m_4007922_se_17_060_20220625,2022-06-25T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40079/m_4007922_se_17_060_20220625.tif,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40079/m_4007922_se_17_060_20220625.tif?st=2025-10-09T01%3A20%3A29Z&se=2025-10-10T02%3A05%3A29Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-09T16%3A02%3A32Z&ske=2025-10-16T16%3A02%3A32Z&sks=b&skv=2025-07-05&sig=%2Bv8rH7hdL/zgdkTgq%2B0wDI49i/ArWHgSiA3d56R10cc%3D
12339764,-77.2901798994674,40.187823749623504,pa_m_4007754_se_18_060_20220428,2022-04-28T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40077/m_4007754_se_18_060_20220428.tif,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40077/m_4007754_se_18_060_20220428.tif?st=2025-10-09T01%3A20%3A29Z&se=2025-10-10T02%3A05%3A29Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-09T16%3A02%3A32Z&ske=2025-10-16T16%3A02%3A32Z&sks=b&skv=2025-07-05&sig=%2Bv8rH7hdL/zgdkTgq%2B0wDI49i/ArWHgSiA3d56R10cc%3D
847465294,-75.22046341606716,40.57551223905887,nj_m_4007531_nw_18_060_20220703,2022-07-03T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/nj/2022/nj_060cm_2022/40075/m_4007531_nw_18_060_20220703.tif,https://naipeuwest.blob.core.windows.net/naip/v002/nj/2022/nj_060cm_2022/40075/m_4007531_nw_18_060_20220703.tif?st=2025-10-09T01%3A20%3A29Z&se=2025-10-10T02%3A05%3A29Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-09T16%3A02%3A32Z&ske=2025-10-16T16%3A02%3A32Z&sks=b&skv=2025-07-05&sig=%2Bv8rH7hdL/zgdkTgq%2B0wDI49i/ArWHgSiA3d56R10cc%3D
10701340,-76.29916072010452,41.76920064850777,pa_m_4107614_se_18_060_20220511,2022-05-11T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/41076/m_4107614_se_18_060_20220511.tif,
10732329,-76.32326417579507,41.769749613107365,pa_m_4107614_sw_18_060_20220615,2022-06-15T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/41076/m_4107614_sw_18_060_20220615.tif,
11727305,-79.26604272077596,40.69996350315449,pa_m_4007922_ne_17_060_20220623,2022-06-23T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40079/m_4007922_ne_17_060_20220623.tif,
12027109,-75.55213621411451,41.83226440428977,pa_m_4107512_ne_18_060_20220710,2022-07-10T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/41075/m_4107512_ne_18_060_20220710.tif,
105517550,-76.87980328498838,39.84577794267096,pa_m_3907609_ne_18_060_20220510,2022-05-10T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/39076/m_3907609_ne_18_060_20220510.tif,
477597025,-80.17403005769465,40.5648453988771,pa_m_4008031_ne_17_060_20220621,2022-06-21T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40080/m_4008031_ne_17_060_20220621.tif,
14253307,-75.76231424169328,40.0012686738413,pa_m_4007558_se_18_060_20220720,2022-07-20T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007558_se_18_060_20220720.tif,
480758709,-80.15331388769597,40.54206931305967,pa_m_4008031_se_17_060_20220509,2022-05-09T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40080/m_4008031_se_17_060_20220509.tif,
11727934,-79.21614186863717,40.70836423390171,pa_m_4007923_nw_17_060_20220625,2022-06-25T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40079/m_4007923_nw_17_060_20220625.tif,
19324365,-80.20786382395532,40.75799691825162,pa_m_4008015_sw_17_060_20220621,2022-06-21T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40080/m_4008015_sw_17_060_20220621.tif,
902563960,-76.93193913520865,41.27865773631567,pa_m_4107641_se_18_060_20220511,2022-05-11T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/41076/m_4107641_se_18_060_20220511.tif,
12060886,-79.25599441039111,41.95619323741892,ny_m_4107906_ne_17_060_20221005,2022-10-05T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/ny/2022/ny_060cm_2022/41079/m_4107906_ne_17_060_20221005.tif,
14239425,-77.63027681072838,40.69180433079007,pa_m_4007719_ne_18_060_20220511,2022-05-11T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40077/m_4007719_ne_18_060_20220511.tif,
12072126,-79.54852512935466,40.9046867759623,pa_m_4007904_se_17_060_20220623,2022-06-23T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40079/m_4007904_se_17_060_20220623.tif,
317583655,-76.46206478592197,41.86996471290954,pa_m_4107613_nw_18_060_20220615,2022-06-15T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/41076/m_4107613_nw_18_060_20220615.tif,
6721639,-76.9264113153259,39.8434813824417,pa_m_3907609_ne_18_060_20220510,2022-05-10T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/39076/m_3907609_ne_18_060_20220510.tif,
12080286,-79.52700927076927,40.92349058759486,pa_m_4007904_se_17_060_20220623,2022-06-23T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40079/m_4007904_se_17_060_20220623.tif,
11683931,-79.25900110937285,40.69626837673821,pa_m_4007922_ne_17_060_20220623,2022-06-23T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40079/m_4007922_ne_17_060_20220623.tif,
1285499616,-76.45994227786436,41.80955873679151,pa_m_4107613_sw_18_060_20220615,2022-06-15T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/41076/m_4107613_sw_18_060_20220615.tif,
14239191,-77.60564683808704,40.60265514316812,pa_m_4007728_nw_18_060_20220511,2022-05-11T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40077/m_4007728_nw_18_060_20220511.tif,
12359052,-77.50940797952127,40.11203372585347,pa_m_4007760_ne_18_060_20220424,2022-04-24T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40077/m_4007760_ne_18_060_20220424.tif,
60252887,-75.32894440366229,40.55263550139463,pa_m_4007530_sw_18_060_20220517,2022-05-17T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007530_sw_18_060_20220517.tif,
19335733,-80.05349815161067,40.86938630499828,pa_m_4008016_ne_17_060_20220621,2022-06-21T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40080/m_4008016_ne_17_060_20220621.tif,
11743590,-80.17323364759052,40.57015522369659,pa_m_4008031_ne_17_060_20220621,2022-06-21T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40080/m_4008031_ne_17_060_20220621.tif,
12297390,-76.5048385635952,40.221713314823596,pa_m_4007652_ne_18_060_20220711,2022-07-11T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40076/m_4007652_ne_18_060_20220711.tif,
12064380,-79.53565932675428,40.92930151184335,pa_m_4007904_se_17_060_20220623,2022-06-23T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40079/m_4007904_se_17_060_20220623.tif,
6743654,-76.62317648649359,39.96249874870451,pa_m_3907604_nw_18_060_20220510,2022-05-10T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/39076/m_3907604_nw_18_060_20220510.tif,
11971446,-77.03008438170856,41.2607541164841,pa_m_4107748_se_18_060_20220511,2022-05-11T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/41077/m_4107748_se_18_060_20220511.tif,
11830039,-80.12758647943691,40.634881736554384,pa_m_4008024_sw_17_060_20220621,2022-06-21T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40080/m_4008024_sw_17_060_20220621.tif,
6658722,-76.77592197130002,39.87357796414121,pa_m_3907610_ne_18_060_20220510,2022-05-10T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/39076/m_3907610_ne_18_060_20220510.tif,
11909885,-77.85554561190368,40.72065089502287,pa_m_4007718_nw_18_060_20220511,2022-05-11T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40077/m_4007718_nw_18_060_20220511.tif,
14237583,-77.7773621342015,40.54510678834403,pa_m_4007726_se_18_060_20220428,2022-04-28T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40077/m_4007726_se_18_060_20220428.tif,
311508342,-76.655846705421,40.30311063053329,pa_m_4007643_se_18_060_20220704,2022-07-04T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40076/m_4007643_se_18_060_20220704.tif,
11684012,-79.23501140043575,40.71868892006645,pa_m_4007923_nw_17_060_20220625,2022-06-25T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40079/m_4007923_nw_17_060_20220625.tif,
48782649,-75.19330309720635,40.43579293492853,pa_m_4007539_sw_18_060_20220510,2022-05-10T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40075/m_4007539_sw_18_060_20220510.tif,
11739917,-80.17658950728939,40.55886292174177,pa_m_4008031_se_17_060_20220509,2022-05-09T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40080/m_4008031_se_17_060_20220509.tif,
65628165,-76.50550391036847,39.8965281633176,pa_m_3907604_se_18_060_20220711,2022-07-11T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/39076/m_3907604_se_18_060_20220711.tif,
14254516,-75.72781160855922,39.98652335120395,pa_m_3907503_nw_18_060_20220710,2022-07-10T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/39075/m_3907503_nw_18_060_20220710.tif,
54840297,-75.1100279856315,40.563787839405286,nj_m_4007532_sw_18_060_20220703,2022-07-03T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/nj/2022/nj_060cm_2022/40075/m_4007532_sw_18_060_20220703.tif,
12035622,-75.51086296245529,41.82435359993257,pa_m_4107512_ne_18_060_20220710,2022-07-10T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/41075/m_4107512_ne_18_060_20220710.tif,
11898304,-80.49342255131451,41.91672254748777,pa_m_4108005_sw_17_060_20220621,2022-06-21T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/41080/m_4108005_sw_17_060_20220621.tif,
11878466,-78.55547835183721,40.911304444113746,pa_m_4007804_se_17_060_20220625,2022-06-25T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40078/m_4007804_se_17_060_20220625.tif,
144189035,-75.22696844343017,41.845941321376245,ny_m_4107515_nw_18_060_20221022,2022-10-22T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/ny/2022/ny_060cm_2022/41075/m_4107515_nw_18_060_20221022.tif,
10693510,-76.47570450998495,41.82755449372054,pa_m_4107613_nw_18_060_20220615,2022-06-15T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/41076/m_4107613_nw_18_060_20220615.tif,
495719888,-80.1136422605969,40.62276774662554,pa_m_4008032_nw_17_060_20220621,2022-06-21T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40080/m_4008032_nw_17_060_20220621.tif,
12064727,-79.53473823991011,40.91922302930025,pa_m_4007904_se_17_060_20220623,2022-06-23T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40079/m_4007904_se_17_060_20220623.tif,
11910427,-77.70347077039266,40.65950728628613,pa_m_4007719_sw_18_060_20220511,2022-05-11T16:00:00Z,0.6,https://naipeuwest.blob.core.windows.net/naip/v002/pa/2022/pa_060cm_2022/40077/m_4007719_sw_18_060_20220511.tif,
